submissionDate,state,totalCases,newCases,totalDeaths,newDeaths
05/07/2020,VA,22342,2086,812,99
10/07/2021,LA,746542,971,14139,37
07/14/2020,NJ,177488,444,15582,22
05/18/2020,RI,11886,232,506,7
05/14/2021,OR,194542,810,2582,10
03/29/2020,WY,87,3,0,0
01/19/2021,FSM,1,0,0,0
03/09/2020,FSM,0,0,0,0
10/16/2020,NJ,225188,1043,16202,5
05/26/2021,SC,591639,290,9686,3
11/12/2021,NJ,1215067,1821,28152,6
11/17/2021,AZ,1223892,3459,21752,16
02/27/2020,KY,0,0,0,0
02/17/2022,WY,153850,187,1689,0
04/01/2022,MN,1430089,539,12640,2
02/06/2021,DC,37877,243,947,7
04/26/2021,KY,442714,195,7572,8
09/19/2020,AZ,213653,610,5467,16
08/15/2020,DC,13159,41,597,3
06/01/2020,KY,10434,137,515,6
11/24/2021,FSM,7,0,0,0
11/05/2020,KY,119048,2330,2169,30
10/15/2021,KY,731562,1648,11246,30
10/02/2020,AZ,219878,552,5693,19
01/28/2021,OR,140783,720,1930,6
11/06/2020,VA,190874,2103,3704,22
12/02/2020,WY,34507,702,230,0
12/04/2021,FSM,7,0,0,0
04/22/2020,DC,3206,108,127,15
02/19/2021,LA,422287,441,9440,34
11/19/2021,KY,773588,1974,11958,12
02/16/2022,AZ,1957085,2177,27189,3
06/20/2021,RI,144635,19,2723,0
12/27/2021,OR,414140,3575,5623,25
04/10/2020,AZ,3112,94,97,8
12/04/2020,VA,251173,3793,4197,37
04/27/2021,KY,443425,711,7578,6
12/30/2020,FSM,0,0,0,0
09/12/2021,SC,801736,5689,11294,38
02/15/2021,WY,53136,0,647,0
12/22/2021,MN,992851,2804,10378,57
11/26/2021,VA,964887,1148,14656,21
01/22/2020,AZ,0,0,0,0
07/11/2021,SC,601321,430,9873,2
09/18/2020,OR,30342,282,521,0
08/17/2020,VA,108283,862,2397,12
01/24/2021,LA,383862,3607,8565,82
12/23/2020,FSM,0,0,0,0
08/21/2021,LA,653544,3629,11937,19
05/09/2021,AZ,868830,448,17409,2
07/16/2021,AZ,906116,1251,18100,17
06/21/2020,RI,15554,43,897,2
03/09/2020,DC,2,1,0,0
06/15/2021,NJ,1020043,249,26345,11
04/01/2021,DC,44656,143,1066,2
05/29/2020,FSM,0,0,0,0
11/03/2020,VA,185837,1157,3677,11
08/16/2021,WY,68944,226,793,0
04/05/2020,VA,2878,471,54,2
07/02/2020,SC,39309,1636,768,26
12/04/2021,WY,111812,0,1428,0
12/30/2020,WY,44133,210,405,0
02/17/2020,LA,0,0,0,0
01/24/2020,LA,0,0,0,0
12/11/2021,FSM,7,0,0,0
12/29/2020,FSM,0,0,0,0
07/14/2020,SC,59921,1509,976,13
09/28/2021,LA,738613,1031,13850,54
12/03/2021,WY,111812,252,1428,0
12/21/2021,NJ,1361306,8494,28762,32
03/26/2020,DC,267,36,3,0
05/11/2021,LA,463517,649,10451,13
01/15/2022,KY,1022278,16234,13321,29
09/15/2020,LA,159253,371,5278,26
07/23/2020,OR,15713,319,273,2
11/09/2021,MN,826404,7165,9006,20
12/11/2020,AZ,394804,6986,7245,91
07/20/2020,RI,16966,55,994,1
08/13/2021,FSM,7,0,0,0
12/15/2020,DC,25339,301,720,4
01/12/2022,WY,123743,989,1588,0
07/11/2020,RI,16456,52,978,3
11/22/2021,AZ,1245127,3249,21942,2
03/11/2021,KS,297229,0,4851,0
02/12/2021,UT,359641,1060,1785,11
02/04/2020,AR,0,0,0,0
12/06/2021,MP,1104,0,5,2
05/09/2021,PW,0,0,0,0
01/01/2022,UT,636992,0,3787,0
05/22/2021,MA,704796,451,17818,5
10/28/2020,PR,35112,619,805,3
08/01/2021,GA,1187107,3829,21690,7
04/30/2021,OK,449170,203,7256,0
04/01/2020,WV,191,29,2,1
04/03/2022,OK,1034439,0,14010,0
07/09/2021,FL,2370147,5538,38333,45
06/20/2021,PW,2,0,0,0
03/14/2022,AS,555,112,0,0
05/21/2020,GA,38356,687,1758,69
10/23/2021,GA,1625399,0,28519,0
06/28/2020,AK,887,29,17,0
04/04/2020,PW,0,0,0,0
06/17/2021,HI,35862,31,504,0
11/18/2021,AK,142203,517,812,0
06/28/2021,UT,414204,254,2365,2
05/03/2021,GA,1103659,870,20227,15
01/14/2021,WV,105219,827,1702,31
01/24/2020,AS,0,0,0,0
02/28/2022,MP,9724,174,30,0
02/05/2020,KS,0,0,0,0
01/18/2021,MA,473441,3301,13891,69
02/28/2020,GA,0,0,0,0
01/28/2020,CO,0,0,0,0
09/02/2021,WV,192788,1632,3117,11
09/24/2021,GA,1557536,4300,25478,140
01/23/2020,PR,0,0,0,0
06/22/2020,MA,102469,136,7960,21
01/27/2021,PR,94291,475,1789,5
06/28/2021,NYC,955439,160,33416,2
09/05/2020,OK,68505,920,1090,11
05/18/2021,PR,138252,91,2440,2
03/09/2021,PW,0,0,0,0
07/09/2021,MP,185,1,2,0
02/23/2021,PW,0,0,0,0
12/18/2021,MA,1005470,0,19829,0
05/05/2020,WV,1242,18,50,0
11/14/2021,TX,4266698,553,71624,38
01/11/2022,PR,373671,11528,3421,48
10/30/2020,FL,784759,2531,17802,52
04/01/2020,AR,614,54,10,2
06/15/2021,HI,35802,33,503,0
12/08/2020,GA,512267,5577,9873,22
06/29/2021,AR,348699,479,5905,8
04/26/2020,WV,1053,28,34,1
01/24/2021,CO,397719,1372,5505,23
02/25/2021,AK,55950,150,322,0
04/04/2020,CO,4581,390,126,15
06/07/2021,TX,2953743,505,51083,18
11/04/2021,OK,648213,576,10933,4
04/07/2020,PW,0,0,0,0
04/30/2021,AR,335725,196,5739,4
07/04/2020,CO,34832,296,1701,0
11/20/2021,CO,816701,2967,8878,0
02/24/2022,CO,1331263,859,11750,21
11/10/2020,HI,15961,69,221,1
12/16/2020,TX,1519340,18802,27616,214
04/18/2021,AK,63580,141,341,0
10/10/2021,PR,182320,175,3183,1
03/23/2020,TX,287,24,14,2
05/22/2020,MA,90899,815,6678,84
03/20/2022,NYC,2294615,2634,40021,-3
06/27/2020,TX,143366,5742,2987,83
11/05/2021,AK,136822,856,714,1
07/29/2021,CO,579629,1163,6935,11
03/29/2022,MP,11065,0,33,0
08/08/2020,HI,3468,151,31,1
02/04/2021,AK,53273,157,308,0
05/21/2020,WV,1603,36,71,2
08/18/2021,OK,521525,2502,7719,16
11/05/2020,KS,92215,0,1087,0
02/20/2022,MA,1661206,0,23109,0
04/01/2021,KS,302372,0,4913,0
10/27/2021,GA,1631348,2011,28850,113
08/29/2021,FL,3242792,13155,49545,393
07/04/2021,CO,566062,322,6817,3
10/14/2020,NYC,255448,584,23604,8
08/28/2021,MA,755227,1432,18222,3
11/28/2020,WV,45845,799,718,6
12/30/2021,GA,1816441,24420,31418,64
12/22/2020,UT,255085,2302,1173,12
06/15/2021,CO,559048,343,6700,10
03/13/2020,KS,6,2,1,0
05/03/2020,PR,853,0,86,0
08/29/2021,AS,0,0,0,0
02/25/2022,KS,765566,1327,7937,7
05/17/2021,CO,542186,796,6450,0
03/26/2020,GA,1843,303,60,13
10/31/2021,AS,4,0,0,0
10/04/2021,PR,181461,58,3162,8
05/09/2020,FL,39146,680,1841,30
03/20/2020,HI,49,10,0,0
04/22/2021,TX,2857017,3341,49638,39
04/01/2020,PW,0,0,0,0
07/26/2020,NYC,227240,316,23221,5
10/02/2020,WV,16307,283,355,1
02/23/2022,FL,5797312,3508,71937,113
07/16/2021,PW,2,0,0,0
01/12/2021,AK,49152,158,298,0
06/13/2021,CO,558511,398,6689,1
09/21/2021,MP,265,0,2,0
08/14/2021,PW,2,0,0,0
02/28/2022,KS,766045,479,7946,9
11/16/2021,PW,10,0,0,0
10/06/2020,HI,13009,109,160,3
10/26/2020,NYC,263841,520,23673,3
12/28/2020,MA,356934,4198,12393,76
12/23/2020,AS,3,0,0,0
04/09/2020,GA,10693,613,413,42
04/15/2020,GA,14819,686,579,53
11/11/2020,KS,109225,5672,1215,34
02/22/2020,KS,0,0,0,0
04/14/2020,GA,14133,844,526,45
04/13/2020,OK,2795,45,124,8
09/04/2021,MP,243,0,2,0
01/17/2021,UT,323837,1585,1493,8
03/03/2020,MP,0,0,0,0
01/20/2022,NYC,2173212,11783,37367,132
08/25/2021,OK,539074,4152,7857,22
06/08/2020,NYC,210448,254,22464,36
10/06/2020,NYC,250815,400,23568,7
06/18/2020,AK,713,12,16,0
05/15/2020,AK,390,1,11,0
02/24/2020,AK,0,0,0,0
02/13/2020,TX,0,0,0,0
04/25/2021,KS,307700,164,4968,0
02/29/2020,PR,0,0,0,0
02/02/2022,MA,1620268,5626,22255,91
11/27/2020,AR,153677,1052,2436,0
01/23/2020,KS,0,0,0,0
07/31/2020,AR,42511,752,453,11
07/03/2020,AS,0,0,0,0
02/17/2021,MA,561936,1360,15746,35
07/15/2021,WV,164843,80,2917,1
12/27/2020,MA,352736,3134,12317,63
02/27/2020,PR,0,0,0,0
08/05/2020,MA,111371,338,8691,14
06/29/2021,MP,183,0,2,0
06/17/2020,AR,13606,415,197,9
09/17/2021,AS,0,0,0,0
09/15/2021,PR,177797,508,3050,15
12/06/2020,AS,3,0,0,0
05/07/2020,MP,15,1,2,0
06/26/2020,AR,18740,678,249,7
10/19/2020,WV,20293,212,399,0
03/15/2020,AR,16,4,0,0
10/13/2021,AK,120751,1205,590,0
11/11/2021,TX,4259194,3767,71186,324
10/19/2020,CO,89783,1209,2180,4
11/16/2020,PW,0,0,0,0
01/21/2021,MP,129,0,2,0
07/10/2020,AS,0,0,0,0
02/10/2020,AK,0,0,0,0
03/13/2021,MP,154,8,2,0
05/01/2020,UT,4828,75,46,0
10/10/2021,MP,277,0,3,0
02/04/2021,WV,123044,574,2080,22
07/08/2020,FL,227258,8767,4517,137
12/01/2020,AR,159309,1950,2512,10
05/09/2020,AK,378,1,10,0
06/02/2020,AK,490,20,13,0
12/16/2021,UT,616680,1104,3697,9
02/26/2022,MA,1669594,0,23370,0
02/18/2021,WV,128760,355,2236,11
07/08/2020,PW,0,0,0,0
09/12/2021,FL,3453388,6555,54587,273
02/05/2022,PW,2559,61,0,0
04/03/2020,OK,1963,110,46,6
12/19/2020,GA,582300,5763,10381,49
02/05/2020,AS,0,0,0,0
03/28/2020,MA,4257,1017,73,15
12/07/2021,PR,189061,157,3274,0
10/19/2021,WV,261890,757,4145,11
07/29/2020,AS,0,0,0,0
05/15/2021,PR,137999,314,2426,3
01/11/2022,GA,2050127,24865,31744,50
08/26/2020,PR,15574,291,405,10
08/22/2021,MP,224,0,2,0
03/23/2021,AS,4,0,0,0
03/12/2020,MP,0,0,0,0
03/01/2021,KS,294302,639,4744,9
11/05/2021,MA,861480,1767,19087,18
10/29/2021,TX,4217243,5268,69846,178
02/22/2020,MA,1,0,0,0
10/01/2020,NYC,248056,757,23537,7
10/18/2021,PW,10,0,0,0
03/29/2021,GA,1056421,1165,18962,36
06/25/2020,TX,131917,5996,2832,66
04/06/2020,GA,7388,739,319,100
12/01/2021,MA,924400,5303,19430,26
06/01/2021,AK,67507,26,362,0
01/05/2022,WV,342607,2928,5372,11
02/09/2021,PW,0,0,0,0
10/19/2020,AK,11226,202,91,0
04/07/2021,AK,61747,217,340,0
12/18/2021,HI,88717,698,1059,3
04/30/2021,GA,1100187,1464,20190,32
05/24/2020,FL,50014,976,2409,36
07/29/2020,FL,450041,9711,8474,226
11/21/2020,UT,173979,3395,787,14
02/27/2022,MA,1669594,0,23370,0
07/24/2021,OK,473524,1026,7474,6
12/24/2021,AS,11,0,0,0
01/26/2020,CO,0,0,0,0
11/21/2020,AK,26322,671,171,3
11/30/2020,CO,247051,4608,3037,34
02/05/2021,WV,123641,597,2100,20
01/04/2021,WV,91886,828,1396,20
10/28/2020,CO,104006,1407,2249,13
10/15/2021,TX,4156151,6033,67477,275
06/12/2020,FL,71023,2457,3031,36
12/10/2021,NYC,1184506,0,34956,0
10/22/2021,KS,428816,947,6211,26
01/03/2022,OK,720961,12023,11555,0
10/11/2021,HI,79093,107,840,4
06/03/2021,AK,67591,50,362,0
02/18/2022,PW,3463,0,5,0
11/23/2021,FL,3708133,1632,62059,23
11/17/2021,AR,521553,828,8595,3
06/22/2020,MP,30,0,2,0
02/17/2020,AR,0,0,0,0
12/22/2021,UT,622414,1406,3749,11
02/05/2021,PW,0,0,0,0
03/07/2021,AS,4,0,0,0
04/12/2021,NYC,892977,2330,31913,52
03/08/2021,AR,324951,133,5343,24
01/27/2021,NYC,595353,7093,26836,70
02/07/2021,FL,1744033,5526,29859,150
11/01/2021,MP,312,0,3,0
11/21/2020,PR,50072,808,1003,0
06/20/2020,AK,750,21,16,0
10/17/2021,OK,634914,947,9497,23
03/17/2020,AR,24,7,0,0
08/08/2021,HI,44609,632,539,0
11/19/2021,AS,5,0,0,0
05/18/2020,GA,36117,662,1642,36
05/22/2020,AS,0,0,0,0
07/01/2020,UT,23386,640,175,2
05/19/2020,MP,21,0,2,0
06/06/2020,HI,662,1,17,0
02/19/2022,WV,481818,0,6162,0
09/09/2021,AK,90271,805,442,0
12/20/2020,GA,587918,5618,10383,2
01/27/2020,FL,0,0,0,0
02/07/2021,GA,940991,3589,15092,2
05/15/2020,PW,0,0,0,0
11/01/2021,WV,273030,498,4450,24
07/22/2021,PW,2,0,0,0
01/29/2020,TX,0,0,0,0
07/12/2021,FL,2386374,6552,38442,40
07/05/2020,AK,1141,27,18,0
09/02/2020,PR,16887,51,439,10
12/22/2021,WV,317540,1149,5242,31
10/30/2021,GA,1634093,0,29065,0
12/01/2021,GA,1666110,1654,30571,61
09/13/2021,AR,475647,646,7298,31
08/26/2020,FL,597035,3131,13479,150
07/17/2021,TX,3027139,3566,51640,30
02/18/2021,UT,364399,1151,1813,7
12/24/2020,OK,300273,3821,4176,49
12/22/2020,MA,331174,3800,11994,73
12/08/2020,MA,263447,4122,11228,42
08/29/2021,HI,60094,1658,586,2
04/20/2020,WV,902,39,24,6
12/27/2021,UT,628310,4607,3770,16
03/08/2022,PR,474930,0,4140,0
05/17/2021,FL,2254327,2812,36560,52
04/03/2021,UT,386997,447,2132,1
06/10/2020,TX,79757,2504,2184,24
09/01/2020,AS,0,0,0,0
07/03/2020,AK,1065,45,18,0
07/04/2020,MA,104391,163,8206,20
05/02/2020,CO,16812,473,832,12
05/18/2021,AR,339162,313,5805,9
03/07/2021,FL,1905555,3389,32722,58
03/24/2022,PW,3987,11,6,0
10/18/2020,NYC,258232,631,23634,8
08/03/2020,PW,0,0,0,0
01/06/2022,AS,11,0,0,0
07/10/2020,AK,1323,50,21,1
11/27/2021,GA,1661591,700,30358,0
09/29/2020,OK,93208,1271,1361,12
01/03/2022,AS,11,0,0,0
12/03/2021,WV,298659,1244,4962,17
04/25/2021,MP,164,0,2,0
08/20/2020,HI,6048,230,45,2
09/28/2021,MP,267,1,2,0
10/25/2021,NYC,1117403,931,34537,9
10/08/2020,MA,136936,444,9589,14
08/02/2020,PW,0,0,0,0
04/22/2021,FL,2153225,4924,35270,60
03/16/2022,NYC,2291139,939,40013,17
09/11/2020,FL,645597,3132,15095,81
12/14/2021,AR,539483,782,8880,15
06/18/2020,NYC,213994,437,22742,19
05/28/2020,FL,52812,1215,2547,37
05/11/2021,CO,535264,923,6371,14
08/11/2021,PR,155286,1116,2632,14
01/24/2021,PW,0,0,0,0
05/17/2021,AR,338849,67,5796,2
07/07/2020,MP,31,0,2,0
08/01/2021,OK,485771,1404,7524,9
09/17/2021,AK,96002,870,454,1
12/02/2020,PR,56607,507,1157,19
09/12/2020,UT,58203,692,432,-1
03/25/2020,AR,306,76,2,0
05/13/2021,KS,311521,183,5029,0
01/01/2021,HI,21258,232,287,1
01/14/2021,TX,2045699,24325,35926,365
06/26/2020,MP,30,0,2,0
03/30/2022,OK,1033848,592,14010,121
03/27/2021,OK,441465,204,7128,6
07/14/2020,MP,33,0,2,0
01/10/2021,MA,432791,5656,13345,86
02/04/2022,FL,5648308,18976,69225,179
09/07/2021,MP,248,0,2,0
05/17/2020,AK,398,4,11,0
11/27/2020,PW,0,0,0,0
03/19/2020,FL,385,77,15,2
10/15/2020,UT,90461,1498,529,2
03/22/2020,AS,0,0,0,0
08/13/2021,GA,1252615,7216,21978,49
12/07/2021,WV,302120,771,5021,31
05/14/2021,UT,402005,336,2256,1
04/30/2021,TX,2883227,3515,49945,32
04/18/2020,UT,2946,141,25,2
09/03/2020,PW,0,0,0,0
11/14/2020,MP,100,0,2,0
07/31/2020,CO,48179,599,1838,16
06/28/2021,CO,563505,242,6776,-1
06/02/2021,GA,1124571,491,20867,29
01/31/2022,AS,18,0,0,0
05/22/2020,AR,5612,154,113,3
02/19/2021,FL,1823584,7105,31355,112
05/25/2020,AR,6029,107,117,1
10/10/2021,NYC,1100866,1298,34391,16
10/15/2021,UT,529147,1493,3067,17
11/04/2021,TX,4236624,3127,70432,139
03/09/2021,PR,103341,60,2055,1
11/05/2021,PW,10,0,0,0
06/29/2021,PW,2,0,0,0
03/27/2021,TX,2768665,3219,48560,55
09/17/2021,WV,219439,2320,3370,57
02/03/2021,MP,133,0,2,0
03/28/2020,GA,2592,225,79,14
03/19/2021,GA,1042417,1600,18464,44
05/12/2020,OK,5515,124,301,4
07/15/2020,AS,0,0,0,0
12/21/2021,MA,1026129,6447,19927,62
09/28/2021,OK,611885,1500,8970,21
02/07/2021,CO,416727,1102,5731,10
01/10/2022,NYC,1983311,27877,36096,190
08/07/2020,AK,3543,55,40,2
10/05/2020,KS,62708,1597,706,8
03/15/2021,PW,0,0,0,0
06/12/2020,HI,711,17,17,0
10/28/2021,OK,643978,1616,10760,28
07/13/2021,MA,711446,284,18012,0
09/04/2020,HI,9655,219,81,2
03/24/2020,TX,712,425,20,6
05/22/2021,MP,181,5,2,0
12/08/2021,HI,85536,72,1028,6
05/07/2021,HI,33417,108,483,0
09/30/2020,AS,0,0,0,0
02/19/2022,AS,57,0,0,0
07/06/2020,CO,35246,186,1691,-10
03/30/2022,MA,1697165,1415,20098,1
01/07/2021,OK,350724,3902,4951,59
10/05/2021,KS,414275,1156,6071,0
07/30/2021,MP,190,0,2,0
04/25/2021,WV,151382,314,2821,4
01/24/2022,FL,5402926,34874,66825,222
02/19/2021,GA,980411,3679,16610,207
09/01/2021,NYC,1036970,1785,33864,10
01/23/2020,AK,0,0,0,0
11/19/2021,HI,83684,198,987,6
07/31/2021,UT,433215,748,2456,5
04/24/2021,WV,151068,375,2817,4
12/08/2020,PR,61508,470,1215,15
05/24/2020,PW,0,0,0,0
09/18/2021,FL,3515011,8748,56223,255
10/21/2021,TX,4182835,4310,68573,260
11/10/2021,CO,783713,4404,8551,31
06/21/2021,AR,345695,90,5876,2
07/28/2021,PW,2,0,0,0
11/01/2021,OK,646136,1452,10911,117
07/14/2020,TX,275058,10745,5711,254
09/24/2020,MA,128993,481,9383,13
08/04/2021,UT,436489,1050,2479,8
10/12/2021,MP,281,4,3,0
07/08/2020,HI,1109,34,19,0
01/30/2021,PR,95518,602,1819,3
10/08/2020,OK,103749,1391,1480,14
03/27/2022,PW,3987,0,6,0
11/29/2021,PR,187999,63,3269,0
09/28/2020,PW,0,0,0,0
08/04/2021,OK,491680,2342,7552,8
03/15/2021,FL,1941578,4671,33254,80
04/04/2022,GA,2501271,1012,37127,70
06/01/2020,OK,7493,66,366,2
06/05/2021,FL,2293802,1511,37344,32
01/02/2021,MA,384181,9003,12758,81
01/11/2021,UT,307483,1484,1396,4
12/17/2021,KS,497789,4297,6909,14
10/07/2021,AR,500779,893,7802,21
03/08/2021,OK,435937,270,7007,6
12/30/2020,PW,0,0,0,0
06/17/2020,TX,96335,3129,2446,39
12/20/2021,GA,1700763,9089,31038,44
01/15/2021,UT,320102,2543,1472,12
08/25/2020,NYC,235006,170,23374,3
04/23/2020,KS,2482,271,112,2
07/03/2020,AR,22622,547,281,2
06/30/2021,OK,458180,329,7393,3
10/25/2020,NYC,263321,775,23670,5
06/11/2020,KS,10812,0,240,0
02/11/2022,TX,6436773,13254,80566,256
09/09/2020,HI,10253,167,91,3
02/08/2020,KS,0,0,0,0
11/01/2021,PW,10,0,0,0
05/05/2021,PR,135410,514,2344,12
04/28/2020,HI,602,4,16,0
11/28/2021,WV,293389,620,4817,0
03/20/2020,AR,100,36,0,0
11/26/2021,OK,664667,751,11223,0
03/02/2021,CO,440917,873,5959,7
01/17/2022,KS,621273,0,7162,0
10/14/2020,TX,805082,4826,17816,75
09/18/2020,PW,0,0,0,0
05/21/2020,OK,6515,86,328,2
05/08/2020,CO,19175,465,960,16
05/11/2021,TX,2909829,3966,50328,36
10/13/2020,HI,13538,61,173,4
02/01/2020,UT,0,0,0,0
02/15/2020,FL,0,0,0,0
05/07/2021,OK,450510,166,7271,2
03/10/2021,AR,325700,317,5382,25
02/03/2022,PR,462543,1533,3925,17
03/02/2020,UT,0,0,0,0
08/26/2021,KS,364047,1726,5535,0
04/02/2020,AR,679,65,12,2
07/30/2021,PW,2,0,0,0
03/02/2021,PW,0,0,0,0
05/20/2020,CO,23328,291,1299,42
04/12/2020,AR,1307,73,29,2
08/04/2021,CO,585105,1214,6963,6
02/07/2021,OK,420050,899,6471,31
06/29/2021,TX,2986847,2324,51449,12
05/20/2021,WV,159450,301,2769,2
01/12/2022,TX,5223323,75817,75533,136
03/13/2020,MA,109,1,0,0
03/02/2021,MA,582844,301,16303,31
06/06/2020,WV,2136,17,84,0
03/07/2022,AS,290,94,0,0
02/16/2021,AK,54818,60,312,0
01/30/2020,PR,0,0,0,0
10/26/2020,MA,151777,1212,9936,26
05/06/2020,PR,907,26,91,0
04/27/2021,HI,32397,48,476,1
04/27/2021,UT,396004,327,2186,3
10/25/2020,WV,21906,194,423,1
09/21/2020,PW,0,0,0,0
06/01/2021,UT,406282,112,2302,0
10/27/2020,MP,92,4,2,0
08/23/2021,NYC,1020456,1612,33753,12
04/18/2021,TX,2841564,1904,49487,52
10/30/2021,WV,271871,887,4426,0
06/03/2020,AS,0,0,0,0
03/08/2022,AR,823926,394,10760,36
01/28/2021,KS,272517,0,3718,0
02/09/2020,AK,0,0,0,0
02/11/2021,OK,424271,841,6582,26
04/02/2022,WV,497864,0,6835,0
09/21/2020,NYC,243212,181,23493,5
06/27/2020,AR,19310,570,259,10
03/05/2020,AK,0,0,0,0
09/03/2021,AK,86598,570,435,0
04/06/2020,MP,8,0,1,0
02/24/2020,OK,10,0,0,0
11/06/2020,CO,130341,3950,2376,23
02/02/2020,PR,0,0,0,0
02/27/2021,GA,1004187,3365,17294,75
07/04/2021,PR,141612,98,2540,0
03/12/2022,PW,3899,0,6,0
08/14/2020,AS,0,0,0,0
10/16/2021,AR,506573,562,8195,3
04/16/2020,NYC,134250,4285,12670,648
02/09/2020,PW,0,0,0,0
02/18/2021,GA,976732,3485,16403,130
05/28/2020,AS,0,0,0,0
02/23/2020,MP,0,0,0,0
12/01/2021,NYC,1164426,2795,34857,9
12/17/2020,TX,1539189,19849,27851,235
10/11/2020,AK,9714,250,82,2
03/03/2022,FL,5814332,1966,72541,68
07/29/2021,AK,72021,264,379,0
09/02/2020,KS,43940,1328,458,12
07/28/2021,AK,71757,236,379,2
08/19/2020,TX,557256,7024,13463,154
08/16/2020,CO,54474,357,1896,0
06/04/2020,PR,1402,23,130,2
02/09/2022,OK,1000480,0,12425,0
03/30/2022,HI,234659,1090,1367,6
10/25/2020,TX,862375,4304,18742,79
09/01/2020,OK,64328,951,1042,14
03/07/2021,NYC,758599,3796,29858,55
07/19/2020,AS,0,0,0,0
02/23/2022,MP,9265,157,27,0
05/29/2021,PR,139814,111,2491,1
03/04/2020,FL,7,4,2,2
12/29/2021,UT,633429,3303,3781,7
04/19/2020,UT,3151,205,28,3
12/14/2021,GA,1683676,1770,30882,22
05/19/2020,FL,45854,474,2218,35
05/24/2021,AR,340186,49,5820,3
06/20/2020,WV,2500,32,88,0
06/10/2021,GA,1127658,458,21094,45
06/01/2020,PW,0,0,0,0
09/07/2020,AR,66280,348,908,14
09/09/2021,FL,3422086,18025,53648,332
11/15/2021,AK,140904,1069,803,2
11/19/2020,GA,437156,3424,9102,37
12/01/2021,HI,84848,88,1015,8
08/15/2021,CO,597346,895,7036,2
06/14/2021,AR,344067,103,5863,2
03/19/2021,TX,2739385,3574,48101,62
09/13/2021,WV,211706,1417,3238,31
11/30/2021,CO,838705,2559,9193,42
10/23/2021,PR,183755,134,3211,0
02/07/2022,WV,464630,1273,5877,31
02/27/2021,WV,131580,346,2297,6
06/16/2021,NYC,953281,235,33367,1
02/09/2020,UT,0,0,0,0
06/27/2020,CO,32786,288,1674,1
06/12/2021,MP,183,0,2,0
09/09/2021,WV,203404,1744,3189,20
03/06/2021,UT,374438,570,1975,5
12/27/2021,TX,4516356,17331,74262,170
07/06/2021,KS,319367,213,5163,1
01/13/2022,HI,152811,3351,1103,4
03/17/2022,KS,769046,0,8088,0
12/12/2020,FL,1100391,8809,20946,93
11/29/2021,FL,3715694,1754,62195,26
12/24/2020,HI,20309,125,283,0
01/10/2021,FL,1455412,11583,24912,174
12/28/2020,MP,122,0,2,0
02/12/2022,NYC,2261612,0,39259,0
03/26/2021,AR,329695,184,5583,12
04/28/2021,OK,448724,249,7255,1
12/24/2021,AK,149815,0,945,0
10/11/2020,CO,81107,909,2113,1
02/10/2021,OK,423430,1066,6556,30
03/17/2021,AR,327781,325,5507,14
07/16/2021,MA,712272,329,18020,3
11/28/2021,KS,464463,825,6673,0
08/06/2021,MA,726395,1206,18095,2
03/23/2020,PR,1,0,1,1
08/30/2020,WV,10110,143,213,1
01/09/2022,AK,159436,0,948,0
04/02/2020,CO,3741,404,97,17
10/18/2020,FL,739378,1745,17263,52
01/26/2022,PW,901,0,0,0
04/04/2020,UT,1428,182,8,1
07/19/2020,GA,145038,3193,3173,5
08/08/2020,MP,47,0,2,0
01/30/2021,MA,521360,4108,14768,59
10/17/2020,FL,737633,2477,17211,73
02/15/2021,TX,2563949,3889,44427,160
08/06/2021,MP,198,0,2,0
10/22/2021,MP,290,0,3,0
07/13/2020,OK,29066,462,496,1
12/29/2020,AK,45033,207,276,2
07/11/2020,FL,263511,14985,4914,150
01/03/2022,NYC,1708667,36491,35517,52
02/01/2022,GA,2378278,10226,33053,77
04/22/2020,TX,21069,873,745,31
06/17/2021,MP,183,0,2,0
03/14/2020,PW,0,0,0,0
02/04/2020,MA,1,0,0,0
12/03/2020,AR,164310,2789,2555,33
07/09/2020,MP,31,0,2,0
07/09/2021,AS,0,0,0,0
02/14/2021,FL,1790898,3764,30789,117
03/14/2021,WV,135468,319,2530,11
03/12/2021,PW,0,0,0,0
09/16/2021,PW,7,0,0,0
02/23/2020,CO,0,0,0,0
05/19/2021,FL,2260138,2915,36659,48
11/16/2021,HI,83137,58,967,0
01/14/2021,MA,454402,5955,13624,70
06/22/2021,MP,183,0,2,0
11/17/2021,CO,806376,4113,8783,26
02/16/2022,PR,470292,547,4060,5
03/13/2020,FL,51,20,5,0
09/13/2020,PR,19176,252,528,3
10/28/2021,PR,184199,151,3220,2
08/26/2021,GA,1358842,10823,22492,92
01/25/2021,TX,2246845,6319,39460,316
06/02/2020,GA,47079,578,2102,28
08/08/2021,PW,2,0,0,0
10/26/2020,HI,14653,35,211,0
01/05/2021,OK,342671,5543,4841,58
10/20/2020,AR,100441,844,1728,14
11/20/2021,TX,4289373,2670,72169,87
02/20/2021,PR,100394,167,1966,0
08/24/2021,AK,81097,564,419,13
11/17/2020,CO,181179,4720,2608,30
08/04/2021,MP,198,0,2,0
03/03/2020,OK,43,4,0,0
05/31/2021,UT,406170,143,2302,1
02/26/2021,OK,432525,391,6885,14
07/12/2020,CO,37874,378,1725,0
05/31/2020,GA,45612,729,2052,49
05/13/2020,AK,384,1,10,0
10/28/2021,MP,291,0,3,0
07/09/2021,AK,68791,59,372,2
